nume,pret,pret_um,cod_produs,Categorii_produse,Date,RobotName,RobotVersion
Pasta de tomate 24% 314g 365,369 Lei/buc,1175 Lei/Kg,88522,Pasta de rosii si Bulion,20171101,m_image.js,v1
Rosii cuburi 400g Heinz,479 Lei/buc,1198 Lei/Kg,89442,Pasta de rosii si Bulion,20171101,m_image.js,v1
Rosii intregi decojite 400g Maxim's,299 Lei/buc,748 Lei/Kg,49065,Pasta de rosii si Bulion,20171101,m_image.js,v1
Pasta de tomate Tomato Frito 350g Heinz,476 Lei/buc,1360 Lei/Kg,98409,Pasta de rosii si Bulion,20171101,m_image.js,v1
Rosii pasate cu ceapa 400g Perfetto,269 Lei/buc,672 Lei/Kg,19709,Pasta de rosii si Bulion,20171101,m_image.js,v1
Pasta de tomate concentrata 410g 365,499 Lei/buc,1217 Lei/Kg,24851,Pasta de rosii si Bulion,20171101,m_image.js,v1
Suc de rosii 750g Ferma Honigberg,649 Lei/buc,865 Lei/Kg,8885,Pasta de rosii si Bulion,20171101,m_image.js,v1
Rosii decojite 400g Mutti,434 Lei/buc,1085 Lei/Kg,72732,Pasta de rosii si Bulion,20171101,m_image.js,v1
Rosii pasata rustica 690g Ferma Honigberg,649 Lei/buc,941 Lei/Kg,14356,Pasta de rosii si Bulion,20171101,m_image.js,v1
Pasta de tomate 24% 720ml Horticons,657 Lei/buc,913 Lei/l,92107,Pasta de rosii si Bulion,20171101,m_image.js,v1
Rosii pasate cu busuioc la sticla 700g Mutti,1140 Lei/buc,1629 Lei/Kg,43691,Pasta de rosii si Bulion,20171101,m_image.js,v1
Pulpa de rosii cu ierburi 400g Cirio,530 Lei/buc,1325 Lei/Kg,66956,Pasta de rosii si Bulion,20171101,m_image.js,v1
Rosii pasate 750ml 365,499 Lei/buc,665 Lei/l,6277,Pasta de rosii si Bulion,20171101,m_image.js,v1
Rosii pasate 400g Perfetto,249 Lei/buc,622 Lei/Kg,19708,Pasta de rosii si Bulion,20171101,m_image.js,v1
Sos cu ciuperci de padure 425g Panzani,799 Lei/buc,1880 Lei/Kg,71842,Sosuri,20171101,m_image.js,v1
Sos Clasic barbecue 480g Heinz,1285 Lei/buc,2677 Lei/Kg,84491,Sosuri,20171101,m_image.js,v1
Sos cu masline si busuioc 400g Panzani,799 Lei/buc,1998 Lei/Kg,65440,Sosuri,20171101,m_image.js,v1
Ardei foarte iute tocat Eros Pista 200g Univer,494 Lei/buc,2470 Lei/Kg,4555,Sosuri,20171101,m_image.js,v1
Sos de tomate cu busuioc 400g Barilla,912 Lei/buc,2280 Lei/Kg,4888,Sosuri,20171101,m_image.js,v1
Sos ricotta 400g Panzani,928 Lei/buc,2320 Lei/Kg,18798,Sosuri,20171101,m_image.js,v1
Sos de tomate Baza pentru paste Bolognese 400g Barilla,1025 Lei/buc,2563 Lei/Kg,27517,Sosuri,20171101,m_image.js,v1
Sos pentru paste pesto basilico 200g Panzani,1099 Lei/buc,5495 Lei/Kg,14343,Sosuri,20171101,m_image.js,v1
Sos Carbonara 370g Panzani,1022 Lei/buc,2762 Lei/Kg,98228,Sosuri,20171101,m_image.js,v1
Sos algerian 355g Wassila,699 Lei/buc,1969 Lei/Kg,88496,Sosuri,20171101,m_image.js,v1
Sos de tomate Napoletana 400g Barilla,1025 Lei/buc,2563 Lei/Kg,4893,Sosuri,20171101,m_image.js,v1
Sos de tomate Arrabbiata 400g Barilla,1025 Lei/buc,2563 Lei/Kg,4887,Sosuri,20171101,m_image.js,v1
Sos Worcestershire 150ml Lea&Perrins,1199 Lei/buc,7993 Lei/l,73062,Sosuri,20171101,m_image.js,v1
Sos pentru paste 500g 365,549 Lei/buc,1098 Lei/Kg,39221,Sosuri,20171101,m_image.js,v1
Sos de tomate cu masline 400g Barilla,1199 Lei/buc,2998 Lei/Kg,4894,Sosuri,20171101,m_image.js,v1
Pesto Genovese 190g Barilla,1449 Lei/buc,7626 Lei/Kg,4895,Sosuri,20171101,m_image.js,v1
Sos de usturoi 420g Univer,510 Lei/buc,1214 Lei/Kg,59411,Sosuri,20171101,m_image.js,v1
Sos Provencale 210g Panzani,449 Lei/buc,2138 Lei/Kg,82963,Sosuri,20171101,m_image.js,v1
Sos Pesto cu busuioc 190g Delhaize,1049 Lei/buc,5521 Lei/Kg,11590,Sosuri,20171101,m_image.js,v1
Rosii uscate in ulei 280g Ol'eve,1499 Lei/buc,5354 Lei/Kg,4277,Sosuri,20171101,m_image.js,v1
Sos barbecue 250ml Heinz,1339 Lei/buc,5356 Lei/l,52182,Sosuri,20171101,m_image.js,v1
Sos de ardei verde 60ml Tabasco,1399 Lei/buc,24544 Lei/l,73325,Sosuri,20171101,m_image.js,v1
Sos soia 150ml Heinz,1017 Lei/buc,6780 Lei/l,91349,Sosuri,20171101,m_image.js,v1
Sos cu tomate si busuioc 210g Panzani,434 Lei/buc,2067 Lei/Kg,82964,Sosuri,20171101,m_image.js,v1
Sos Quatro fromaggi 340g Delhaize,949 Lei/buc,2791 Lei/Kg,64088,Sosuri,20171101,m_image.js,v1
Sos de ardei rosu 60ml Tabasco,1397 Lei/buc,24509 Lei/l,73323,Sosuri,20171101,m_image.js,v1
Sos Primavera 400g Panzani,769 Lei/buc,1922 Lei/Kg,29087,Sosuri,20171101,m_image.js,v1
Sos cu mango si hot chilli 190ml Blue Dragon,1259 Lei/buc,6626 Lei/l,95998,Sosuri,20171101,m_image.js,v1
Sos de pesto italian cu condimente 190g Jamie Oliver,1844 Lei/buc,9705 Lei/Kg,83705,Sosuri,20171101,m_image.js,v1
Sos de pizza 470g Univer,470 Lei/buc,1000 Lei/Kg,81130,Sosuri,20171101,m_image.js,v1
Sos de rosii si busuioc pentru paste 400g Jamie Oliver,1519 Lei/buc,3798 Lei/Kg,83708,Sosuri,20171101,m_image.js,v1
Sos Napoletana 400g Panzani,819 Lei/buc,2047 Lei/Kg,65439,Sosuri,20171101,m_image.js,v1
Sos basilico 400g Panzani,802 Lei/buc,2005 Lei/Kg,23509,Sosuri,20171101,m_image.js,v1
Pasta de usturoi 435g Spring,749 Lei/buc,1722 Lei/Kg,18874,Sosuri,20171101,m_image.js,v1
Sos pentru bruschete cu rosii si busuioc 280g Delhaize,799 Lei/buc,,42650,Sosuri,20171101,m_image.js,v1
Sos Bolognese 830g 365,1099 Lei/buc,1324 Lei/Kg,41638,Sosuri,20171101,m_image.js,v1
Sos de usturoi 250ml Heinz,1339 Lei/buc,5356 Lei/l,52187,Sosuri,20171101,m_image.js,v1
Sos 4 formaggi 370g Panzani,1115 Lei/buc,3014 Lei/Kg,23036,Sosuri,20171101,m_image.js,v1
Sos Carbonara 340g Delhaize,899 Lei/buc,2644 Lei/Kg,64087,Sosuri,20171101,m_image.js,v1
Sos Pesto rosu 190g Delhaize,999 Lei/buc,5258 Lei/Kg,76060,Sosuri,20171101,m_image.js,v1
Sos aromatic japan teriyaki 120g Shan'Shi,550 Lei/buc,4583 Lei/Kg,91494,Sosuri,20171101,m_image.js,v1
Sos dulce si iute de ardei 260g Vifon,454 Lei/buc,1746 Lei/Kg,6023,Sosuri,20171101,m_image.js,v1
"Sos de rosii,usturoi si masline pentru paste 400g Jamie Oliver",1519 Lei/buc,3798 Lei/Kg,83717,Sosuri,20171101,m_image.js,v1
Pasta de sfecla cu hrean 220g Bunatati de Topoloveni,529 Lei/buc,2405 Lei/Kg,24295,Sosuri,20171101,m_image.js,v1
"Sos de chili,zmeura si portocala 170g Buga`s",1299 Lei/buc,7641 Lei/Kg,23672,Sosuri,20171101,m_image.js,v1
Maioneza light 225ml Hellmann's,610 Lei/buc,2711 Lei/l,7188,Sosuri,20171101,m_image.js,v1
Sos bruschetta rosii uscate la soare si masline negre 180g Jamie Oliver,1599 Lei/buc,8883 Lei/Kg,88136,Sosuri,20171101,m_image.js,v1
Sos aromatic thai red curry 120g Shan'Shi,584 Lei/buc,4867 Lei/Kg,91496,Sosuri,20171101,m_image.js,v1
Sos Worcester 150ml Heinz,999 Lei/buc,6660 Lei/l,91350,Sosuri,20171101,m_image.js,v1
Sos de rosii uscate la soare 190g Jamie Oliver,1789 Lei/buc,9416 Lei/Kg,83700,Sosuri,20171101,m_image.js,v1
Sos barbeque hot chilli 270g Jack Daniel's,2185 Lei/buc,8093 Lei/Kg,98246,Sosuri,20171101,m_image.js,v1
Pasta cu usturoi 250g 365,529 Lei/buc,2116 Lei/Kg,95057,Sosuri,20171101,m_image.js,v1
Sos guacamole 320g Old El Paso,1499 Lei/buc,4684 Lei/Kg,95324,Sosuri,20171101,m_image.js,v1
Crema de gulas dulce 160g Univer,499 Lei/buc,3119 Lei/Kg,26775,Sosuri,20171101,m_image.js,v1
Sos de chilli dulce 280ml Flower Brand,1129 Lei/buc,4032 Lei/l,83768,Sosuri,20171101,m_image.js,v1
Pasta cremoasa Tikka curry 80g Geeta's,799 Lei/buc,9988 Lei/Kg,91281,Sosuri,20171101,m_image.js,v1
Sos de rosii cu usturoi si ulei de masline extravirgin 280g Ol'eve,1349 Lei/buc,4818 Lei/Kg,4279,Sosuri,20171101,m_image.js,v1
Sos pentru cartofi 300ml Delhaize,749 Lei/buc,2497 Lei/l,11436,Sosuri,20171101,m_image.js,v1
Piccalilli 200g Pivnita Bunicii,1259 Lei/buc,6295 Lei/Kg,7278,Sosuri,20171101,m_image.js,v1
Sos Arrabbiata 500g Delhaize,949 Lei/buc,1898 Lei/Kg,64091,Sosuri,20171101,m_image.js,v1
Mustar fin 500g Tomi,588 Lei/buc,1176 Lei/Kg,20738,Mustar si Hrean,20171101,m_image.js,v1
Mustar clasic 300g Olympia,297 Lei/buc,990 Lei/Kg,87481,Mustar si Hrean,20171101,m_image.js,v1
Pasta de hrean 120g Olympia,300 Lei/buc,2500 Lei/Kg,64377,Mustar si Hrean,20171101,m_image.js,v1
Mustar Dijon iute 370g 365,449 Lei/buc,1214 Lei/Kg,41640,Mustar si Hrean,20171101,m_image.js,v1
Mustar clasic 270g Knorr,312 Lei/buc,1156 Lei/Kg,54894,Mustar si Hrean,20171101,m_image.js,v1
Mustar simplu 300g La Minut,272 Lei/buc,907 Lei/Kg,83943,Mustar si Hrean,20171101,m_image.js,v1
Mustar Dijon Originale 215g Maille,775 Lei/buc,3605 Lei/Kg,72884,Mustar si Hrean,20171101,m_image.js,v1
Mustar cu hrean 270g Knorr,361 Lei/buc,1337 Lei/Kg,9141,Mustar si Hrean,20171101,m_image.js,v1
Crema de hrean 160g Hame,359 Lei/buc,2244 Lei/Kg,41624,Mustar si Hrean,20171101,m_image.js,v1
Mustar cu hrean 185g Kamis,461 Lei/buc,2492 Lei/Kg,4774,Mustar si Hrean,20171101,m_image.js,v1
Mustar fin 270g Bunatati de la Bunica,326 Lei/buc,1207 Lei/Kg,65684,Mustar si Hrean,20171101,m_image.js,v1
Mustar dulce 290g La Minut,273 Lei/buc,941 Lei/Kg,20735,Mustar si Hrean,20171101,m_image.js,v1
Mustar dulce 314ml Olympia,297 Lei/buc,946 Lei/l,16854,Mustar si Hrean,20171101,m_image.js,v1
Sos cu hrean 130g 365,245 Lei/buc,1885 Lei/Kg,96121,Mustar si Hrean,20171101,m_image.js,v1
Mustar cu boabe intregi 230g Crenvurstila,420 Lei/buc,1826 Lei/Kg,8163,Mustar si Hrean,20171101,m_image.js,v1
Mustar cu hrean 440g Univer,584 Lei/buc,1327 Lei/Kg,33556,Mustar si Hrean,20171101,m_image.js,v1
Mustar cu hrean 314ml Olympia,312 Lei/buc,994 Lei/l,16550,Mustar si Hrean,20171101,m_image.js,v1
Mustar 100g 365,089 Lei/buc,890 Lei/Kg,93250,Mustar si Hrean,20171101,m_image.js,v1
Mustar iute 314ml 365,239 Lei/buc,761 Lei/l,70349,Mustar si Hrean,20171101,m_image.js,v1
Mustar clasic top down 500ml 365,395 Lei/buc,790 Lei/Kg,95059,Mustar si Hrean,20171101,m_image.js,v1
Mustar iute 314ml Olympia,324 Lei/buc,1032 Lei/l,16557,Mustar si Hrean,20171101,m_image.js,v1
Mustar cu hrean 300g Bunatati de Topoloveni,549 Lei/buc,1830 Lei/Kg,24293,Mustar si Hrean,20171101,m_image.js,v1
Mustar Dijon au Miel 230g Maille,1075 Lei/buc,4674 Lei/Kg,72885,Mustar si Hrean,20171101,m_image.js,v1
Mustar din Tecuci cu boabe 314ml Olympia,419 Lei/buc,1334 Lei/l,99053,Mustar si Hrean,20171101,m_image.js,v1
Mustar clasic 185g Kamis,460 Lei/buc,2486 Lei/Kg,4773,Mustar si Hrean,20171101,m_image.js,v1
Mustar cu miere 220ml Heinz,648 Lei/buc,2945 Lei/l,23648,Mustar si Hrean,20171101,m_image.js,v1
Mustar clasic cu boabe 300g Bunatati de Topoloveni,422 Lei/buc,1407 Lei/Kg,24291,Mustar si Hrean,20171101,m_image.js,v1
Mustar dulce 270g Bunatati de la Bunica,326 Lei/buc,1207 Lei/Kg,65687,Mustar si Hrean,20171101,m_image.js,v1
Mustar iute 280g Gusturi romanesti,1099 Lei/buc,3925 Lei/Kg,5419,Mustar si Hrean,20171101,m_image.js,v1
Mustar cu boabe 250g 365,489 Lei/buc,1956 Lei/Kg,96578,Mustar si Hrean,20171101,m_image.js,v1
Mustar cu oregano si rozmarin 200g AB,619 Lei/buc,3095 Lei/Kg,88251,Mustar si Hrean,20171101,m_image.js,v1
Mustar dulce 440g Univer,432 Lei/buc,982 Lei/Kg,4813,Mustar si Hrean,20171101,m_image.js,v1
Mustar crema 270g Crenvurstila,209 Lei/buc,774 Lei/Kg,84346,Mustar si Hrean,20171101,m_image.js,v1
Mustar Dijon au Raifort 215g Maille,1049 Lei/buc,4879 Lei/Kg,72886,Mustar si Hrean,20171101,m_image.js,v1
Mustar clasic 280g Gusturi romanesti,1099 Lei/buc,3925 Lei/Kg,5417,Mustar si Hrean,20171101,m_image.js,v1
Mustar dulce & picant Munchner 250ml Develey,905 Lei/buc,3620 Lei/l,90636,Mustar si Hrean,20171101,m_image.js,v1
Mustar frantuzesc 185g Kamis,461 Lei/buc,2492 Lei/Kg,4775,Mustar si Hrean,20171101,m_image.js,v1
Mustar iute 290g La Minut,277 Lei/buc,955 Lei/Kg,20737,Mustar si Hrean,20171101,m_image.js,v1
Mustar dulce 500g Tomi,588 Lei/buc,1176 Lei/Kg,20739,Mustar si Hrean,20171101,m_image.js,v1
Mustar Dijon Originale 275g Maille,1591 Lei/buc,5785 Lei/Kg,29126,Mustar si Hrean,20171101,m_image.js,v1
Mustar cu miere si ierburi 300g Bunatati de Topoloveni,659 Lei/buc,2197 Lei/Kg,24294,Mustar si Hrean,20171101,m_image.js,v1
Mustar de dijon 185g Kamis,664 Lei/buc,3589 Lei/Kg,11408,Mustar si Hrean,20171101,m_image.js,v1
Mustar la borcan cu hrean 260g Polimark,352 Lei/buc,1354 Lei/Kg,15922,Mustar si Hrean,20171101,m_image.js,v1
Mustar dulce 270g Knorr,361 Lei/buc,1337 Lei/Kg,33492,Mustar si Hrean,20171101,m_image.js,v1
Mustar 350g Delhaize,459 Lei/buc,1311 Lei/Kg,11470,Mustar si Hrean,20171101,m_image.js,v1
Mustar Dijon a l`Ancienne 210g Maille,859 Lei/buc,4090 Lei/Kg,72883,Mustar si Hrean,20171101,m_image.js,v1
Mustar la borcan clasic 260g Polimark,386 Lei/buc,1485 Lei/Kg,15923,Mustar si Hrean,20171101,m_image.js,v1
Ketchup dulce 500g Tomi,529 Lei/buc,1058 Lei/Kg,33443,Ketchup,20171101,m_image.js,v1
Ketchup cu 50% mai putin zahar si cu 25% mai putina sare 555g Heinz,941 Lei/buc,1695 Lei/Kg,17365,Ketchup,20171101,m_image.js,v1
Ketchup hot top up 570g Heinz,855 Lei/buc,1500 Lei/Kg,9865,Ketchup,20171101,m_image.js,v1
Ketchup Original 342g Heinz,549 Lei/buc,1605 Lei/Kg,87965,Ketchup,20171101,m_image.js,v1
Ketchup top up 570g Heinz,855 Lei/buc,1500 Lei/Kg,10289,Ketchup,20171101,m_image.js,v1
Ketchup dulce 12% pasta de tomate 500g Yoky,235 Lei/buc,470 Lei/Kg,2388,Ketchup,20171101,m_image.js,v1
Ketchup picant 350g Tomi,447 Lei/buc,1277 Lei/Kg,33444,Ketchup,20171101,m_image.js,v1
Ketchup clasic 500g Polimark,496 Lei/buc,992 Lei/Kg,2293,Ketchup,20171101,m_image.js,v1
Ketchup clasic 450g Hellmann's,606 Lei/buc,1347 Lei/Kg,97592,Ketchup,20171101,m_image.js,v1
Ketchup picant 450g Hellmann's,624 Lei/buc,1387 Lei/Kg,97593,Ketchup,20171101,m_image.js,v1
Ketchup iute 12% pasta de tomate 500g Yoky,235 Lei/buc,470 Lei/Kg,2390,Ketchup,20171101,m_image.js,v1
Ketchup iute 470g Univer,433 Lei/buc,921 Lei/Kg,33563,Ketchup,20171101,m_image.js,v1
Ketchup dulce 500g Spring,424 Lei/buc,848 Lei/Kg,18861,Ketchup,20171101,m_image.js,v1
Ketchup dulce 470g Univer,449 Lei/buc,955 Lei/Kg,33564,Ketchup,20171101,m_image.js,v1
Ketchup pentru pizza si paste 500g Polimark,509 Lei/buc,1018 Lei/Kg,2306,Ketchup,20171101,m_image.js,v1
Ketchup light 500g Tomi,284 Lei/buc,568 Lei/Kg,20593,Ketchup,20171101,m_image.js,v1
Ketchup picant 500g Spring,529 Lei/buc,1058 Lei/Kg,18866,Ketchup,20171101,m_image.js,v1
Ketchup dulce 500g 365,359 Lei/buc,718 Lei/Kg,70351,Ketchup,20171101,m_image.js,v1
Ketchup picant 500g 365,359 Lei/buc,718 Lei/Kg,70352,Ketchup,20171101,m_image.js,v1
Ketchup dulce 60g Tomi,119 Lei/buc,1983 Lei/Kg,22153,Ketchup,20171101,m_image.js,v1
Maioneza Original 420ml Hellmann's,760 Lei/buc,1810 Lei/l,64743,Maioneza,20171101,m_image.js,v1
Maioneza cu ou 500ml 365,719 Lei/buc,1438 Lei/Kg,37223,Maioneza,20171101,m_image.js,v1
Maioneza cu ulei de masline 500ml Delhaize,1149 Lei/buc,2298 Lei/l,76067,Maioneza,20171101,m_image.js,v1
Maioneza Original 225ml Hellmann's,549 Lei/buc,2440 Lei/l,64371,Maioneza,20171101,m_image.js,v1
Maioneza 300ml Premia,399 Lei/buc,1330 Lei/l,94540,Maioneza,20171101,m_image.js,v1
Sos de maioneza TD 395g Heinz,990 Lei/buc,2506 Lei/Kg,23243,Maioneza,20171101,m_image.js,v1
Sos de maioneza 420g Univer,525 Lei/buc,1250 Lei/Kg,33474,Maioneza,20171101,m_image.js,v1
Sos maioneza cu usturoi 480g Olympia,670 Lei/buc,1396 Lei/Kg,90628,Maioneza,20171101,m_image.js,v1
Maioneza light 420ml Hellmann's,879 Lei/buc,2093 Lei/l,64527,Maioneza,20171101,m_image.js,v1
Sos de maioneza Maiomix 420g Regal,475 Lei/buc,1131 Lei/Kg,66453,Maioneza,20171101,m_image.js,v1
Maioneza 80% 600ml Remia,1278 Lei/buc,2130 Lei/l,95479,Maioneza,20171101,m_image.js,v1
Maioneza cu lamaie 500ml 365,649 Lei/buc,1298 Lei/Kg,37224,Maioneza,20171101,m_image.js,v1
Sos de maioneza 435g Spring,799 Lei/buc,1837 Lei/Kg,18877,Maioneza,20171101,m_image.js,v1
Maioneza de post 420g Univer,525 Lei/buc,1250 Lei/Kg,34725,Maioneza,20171101,m_image.js,v1
Sos maioneza top down 500ml 365,489 Lei/buc,1019 Lei/Kg,95058,Maioneza,20171101,m_image.js,v1
Maioneza in borcan artizanal 720ml Taste of Inspirations,2049 Lei/buc,2846 Lei/l,76064,Maioneza,20171101,m_image.js,v1
Maioneza 50% grasime 500ml Remia,846 Lei/buc,1692 Lei/l,95480,Maioneza,20171101,m_image.js,v1
Hrean cu maioneza 160g Univer,482 Lei/buc,3012 Lei/Kg,81113,Maioneza,20171101,m_image.js,v1
Maioneza cu mustar Dijon 500ml Delhaize,869 Lei/buc,1738 Lei/l,76066,Maioneza,20171101,m_image.js,v1
Maioneza de casa la borcan 240ml Polimark,557 Lei/buc,2321 Lei/l,11803,Maioneza,20171101,m_image.js,v1
Usturoi granulat 15g 365,154 Lei/buc,10267 Lei/Kg,5958,Condimente si Mix-uri,20171101,m_image.js,v1
Condimente pentru pui 20g Galeo,120 Lei/buc,6000 Lei/Kg,4196,Condimente si Mix-uri,20171101,m_image.js,v1
Condimente pentru cartofi prajiti 20g Galeo,122 Lei/buc,6100 Lei/Kg,4201,Condimente si Mix-uri,20171101,m_image.js,v1
Piper mozaic boabe 35g Kotanyi,1469 Lei/buc,41971 Lei/Kg,32526,Condimente si Mix-uri,20171101,m_image.js,v1
Piper negru macinat 17g 365,184 Lei/buc,10824 Lei/Kg,85669,Condimente si Mix-uri,20171101,m_image.js,v1
Piper negru boabe 17g 365,179 Lei/buc,10529 Lei/Kg,85670,Condimente si Mix-uri,20171101,m_image.js,v1
Foi de dafin 4g Galeo,116 Lei/buc,29000 Lei/Kg,1254,Condimente si Mix-uri,20171101,m_image.js,v1
"Boia din ardei dulce, macinata 17g 365",089 Lei/buc,5235 Lei/Kg,85671,Condimente si Mix-uri,20171101,m_image.js,v1
Scortisoara macinata 15g 365,109 Lei/buc,7267 Lei/Kg,5947,Condimente si Mix-uri,20171101,m_image.js,v1
Leustean 8g 365,109 Lei/buc,13625 Lei/Kg,5963,Condimente si Mix-uri,20171101,m_image.js,v1
Menta verde 9g Kotanyi,279 Lei/buc,31000 Lei/Kg,4135,Condimente si Mix-uri,20171101,m_image.js,v1
Amestec de condimente pentru peste 25g Kamis,309 Lei/buc,12360 Lei/Kg,4107,Condimente si Mix-uri,20171101,m_image.js,v1
Cimbru 10g 365,119 Lei/buc,11900 Lei/Kg,85674,Condimente si Mix-uri,20171101,m_image.js,v1
Amestec de condimente pentru carne de porc la plic 25g Delhaize,299 Lei/buc,11960 Lei/Kg,8772,Condimente si Mix-uri,20171101,m_image.js,v1
Marar 8g Galeo,128 Lei/buc,16000 Lei/Kg,57332,Condimente si Mix-uri,20171101,m_image.js,v1
Busuioc 10g 365,094 Lei/buc,9400 Lei/Kg,85673,Condimente si Mix-uri,20171101,m_image.js,v1
Condimente pentru sarmale 20g Galeo,149 Lei/buc,7450 Lei/Kg,29772,Condimente si Mix-uri,20171101,m_image.js,v1
Patrunjel 10g 365,109 Lei/buc,10900 Lei/Kg,5959,Condimente si Mix-uri,20171101,m_image.js,v1
Foi de dafin 4g 365,129 Lei/buc,32250 Lei/Kg,86142,Condimente si Mix-uri,20171101,m_image.js,v1
Oregano 10g Kamis,304 Lei/buc,30400 Lei/Kg,4096,Condimente si Mix-uri,20171101,m_image.js,v1
Boia de ardei iute 17g 365,089 Lei/buc,5235 Lei/Kg,86144,Condimente si Mix-uri,20171101,m_image.js,v1
Boia de ardei dulce 20g Kotanyi,269 Lei/buc,13450 Lei/Kg,6243,Condimente si Mix-uri,20171101,m_image.js,v1
Amestec de condimente pentru falafel 200g Abido,803 Lei/buc,4015 Lei/Kg,68733,Condimente si Mix-uri,20171101,m_image.js,v1
Anason 25g Kotanyi,279 Lei/buc,11160 Lei/Kg,85201,Condimente si Mix-uri,20171101,m_image.js,v1
Oregano 10g 365,109 Lei/buc,10900 Lei/Kg,86143,Condimente si Mix-uri,20171101,m_image.js,v1
Ceapa granulata la cutie de plastic 27g Delhaize,219 Lei/buc,8111 Lei/Kg,8798,Condimente si Mix-uri,20171101,m_image.js,v1
Cimbru 10g Galeo,123 Lei/buc,12300 Lei/Kg,57334,Condimente si Mix-uri,20171101,m_image.js,v1
Rozmarin 10g Kamis,302 Lei/buc,30200 Lei/Kg,76489,Condimente si Mix-uri,20171101,m_image.js,v1
Amestec de condimente verdeturi italiene 48g Kotanyi,1208 Lei/buc,25167 Lei/Kg,32848,Condimente si Mix-uri,20171101,m_image.js,v1
Amestec de condimente pentru gratar 20g Galeo,129 Lei/buc,6450 Lei/Kg,1269,Condimente si Mix-uri,20171101,m_image.js,v1
Amestec de 5 ierburi chinezesti la cutie de plastic 16g Delhaize,324 Lei/buc,20250 Lei/Kg,8762,Condimente si Mix-uri,20171101,m_image.js,v1
Amestec de condimente pentru chiftelute 20g Galeo,122 Lei/buc,6100 Lei/Kg,57106,Condimente si Mix-uri,20171101,m_image.js,v1
Ceapa granulata 20g Kamis,320 Lei/buc,16000 Lei/Kg,97400,Condimente si Mix-uri,20171101,m_image.js,v1
Usturoi granulat 15g Galeo,166 Lei/buc,11067 Lei/Kg,4218,Condimente si Mix-uri,20171101,m_image.js,v1
Seminte de chimen la cutie de plastic 21g Delhaize,219 Lei/buc,10429 Lei/Kg,8824,Condimente si Mix-uri,20171101,m_image.js,v1
Chimen seminte 12g Galeo,119 Lei/buc,9917 Lei/Kg,20678,Condimente si Mix-uri,20171101,m_image.js,v1
Piper negru boabe la plic 17g Kotanyi,296 Lei/buc,17412 Lei/Kg,6241,Condimente si Mix-uri,20171101,m_image.js,v1
Usturoi granulat 25g Kamis,301 Lei/buc,12040 Lei/Kg,4116,Condimente si Mix-uri,20171101,m_image.js,v1
Tarhon 8g Galeo,203 Lei/buc,25375 Lei/Kg,33224,Condimente si Mix-uri,20171101,m_image.js,v1
Scortioara batoane 50g 365,499 Lei/buc,9980 Lei/Kg,24911,Condimente si Mix-uri,20171101,m_image.js,v1
Coriandru macinat 20g Delhaize,349 Lei/buc,17450 Lei/Kg,8801,Condimente si Mix-uri,20171101,m_image.js,v1
Mustar boabe la cutie de plastic 27g Delhaize,324 Lei/buc,12000 Lei/Kg,8810,Condimente si Mix-uri,20171101,m_image.js,v1
Ierburi pentru cartofi la cutie de plastic 23g Delhaize,219 Lei/buc,9522 Lei/Kg,8761,Condimente si Mix-uri,20171101,m_image.js,v1
Cimbru 10g Kamis,289 Lei/buc,28900 Lei/Kg,4074,Condimente si Mix-uri,20171101,m_image.js,v1
Foi de dafin 5g Kamis,285 Lei/buc,57000 Lei/Kg,4080,Condimente si Mix-uri,20171101,m_image.js,v1
Ienibahar 10g Galeo,122 Lei/buc,12200 Lei/Kg,1276,Condimente si Mix-uri,20171101,m_image.js,v1
Boia de ardei dulce 20g Kamis,319 Lei/buc,15950 Lei/Kg,4060,Condimente si Mix-uri,20171101,m_image.js,v1
Piper alb macinat 15g Galeo,194 Lei/buc,12933 Lei/Kg,65839,Condimente si Mix-uri,20171101,m_image.js,v1
Rozmarin la borcan 25g Delhaize,399 Lei/buc,15960 Lei/Kg,22988,Condimente si Mix-uri,20171101,m_image.js,v1
