nume,pret,pret_um,cod_produs,Categorii_produse,Date,RobotName,RobotVersion
Salata cu icre de hering si ceapa 140g 365,266 Lei/buc,1900 Lei/Kg,72424,Icre si Salata de icre,20171101,m_image.js,v1
Salata cu icre de stiuca 100g Gusturi romanesti,999 Lei/buc,9990 Lei/Kg,89178,Icre si Salata de icre,20171101,m_image.js,v1
Salata de icre de crap 135g Negro 2000,1139 Lei/buc,8437 Lei/Kg,17020,Icre si Salata de icre,20171101,m_image.js,v1
Salata cu icre de crap si pastrav 120g Negro 2000,803 Lei/buc,6692 Lei/Kg,28071,Icre si Salata de icre,20171101,m_image.js,v1
Salata cu icre de crap 200g Delta Fish,2303 Lei/buc,11515 Lei/Kg,89833,Icre si Salata de icre,20171101,m_image.js,v1
Icre de somon 80g Labeyrie,5889 Lei/buc,73612 Lei/Kg,89035,Icre si Salata de icre,20171101,m_image.js,v1
Salata cu icre de hering 150g Negro 2000,607 Lei/buc,4047 Lei/Kg,28066,Icre si Salata de icre,20171101,m_image.js,v1
Salata de icre de stiuca 135g Negro 2000,2083 Lei/buc,15430 Lei/Kg,13603,Icre si Salata de icre,20171101,m_image.js,v1
Salata cu icre de crap si ceapa 140g Negro 2000,525 Lei/buc,3750 Lei/Kg,25152,Icre si Salata de icre,20171101,m_image.js,v1
Salata cu icre de crap si ceapa 140g 365,266 Lei/buc,1900 Lei/Kg,72422,Icre si Salata de icre,20171101,m_image.js,v1
Icre daneze 100g Ocean Fish,1087 Lei/buc,10870 Lei/Kg,96825,Icre si Salata de icre,20171101,m_image.js,v1
Icre de hering sarate 100g Negro 2000,664 Lei/buc,6640 Lei/Kg,68645,Icre si Salata de icre,20171101,m_image.js,v1
Icre de pastrav 80g Labeyrie,4777 Lei/buc,59712 Lei/Kg,89032,Icre si Salata de icre,20171101,m_image.js,v1
Icre Lompe rosii 100g Labeyrie,2766 Lei/buc,27660 Lei/Kg,89041,Icre si Salata de icre,20171101,m_image.js,v1
Icre de pastrav 100g Delta Fish,5724 Lei/buc,57240 Lei/Kg,73155,Icre si Salata de icre,20171101,m_image.js,v1
Salata de icre de somon 230g Delta Fish,2560 Lei/buc,11130 Lei/Kg,13598,Icre si Salata de icre,20171101,m_image.js,v1
Salata cu icre de stiuca si crap 200g Delta Fish,2914 Lei/buc,14570 Lei/Kg,89830,Icre si Salata de icre,20171101,m_image.js,v1
Fasole batuta 250g Mega Apetit,589 Lei/buc,2356 Lei/Kg,89280,Ready meal,20171101,m_image.js,v1
Lipie faina alba 500g 365,379 Lei/buc,758 Lei/Kg,89335,Ready meal,20171101,m_image.js,v1
Hamsii prajite 200g Mega Apetit,632 Lei/buc,3160 Lei/Kg,70569,Ready meal,20171101,m_image.js,v1
Humus cu busuioc 250g Mega Apetit,689 Lei/buc,2756 Lei/Kg,24052,Ready meal,20171101,m_image.js,v1
Piept de pui la gratar 200g Mega Apetit,922 Lei/buc,4610 Lei/Kg,92747,Ready meal,20171101,m_image.js,v1
Sarmale de post 300g Mega Apetit,699 Lei/buc,2330 Lei/Kg,63634,Ready meal,20171101,m_image.js,v1
Salata de ardei kapia si vinete 250g Mega Apetit,749 Lei/buc,2996 Lei/Kg,94773,Ready meal,20171101,m_image.js,v1
Chitelute de legume 220g Mega Apetit,729 Lei/buc,3314 Lei/Kg,62519,Ready meal,20171101,m_image.js,v1
Clatite 600g 365,799 Lei/buc,1332 Lei/Kg,42317,Ready meal,20171101,m_image.js,v1
Salata de sfecla cu hrean 250g Mega Apetit,699 Lei/buc,2796 Lei/Kg,76499,Ready meal,20171101,m_image.js,v1
Gazpacho 1l Delhaize,999 Lei/buc,999 Lei/l,97196,Ready meal,20171101,m_image.js,v1
Salata a la Rousse 250g Mega Apetit,629 Lei/buc,2516 Lei/Kg,73843,Ready meal,20171101,m_image.js,v1
Parjoale 210g Mega Apetit,799 Lei/buc,3805 Lei/Kg,65324,Ready meal,20171101,m_image.js,v1
Platou antipasti 240g Delhaize,2199 Lei/buc,9162 Lei/Kg,16498,Ready meal,20171101,m_image.js,v1
Salata de humus 250g Mega Apetit,654 Lei/buc,2616 Lei/Kg,89281,Ready meal,20171101,m_image.js,v1
Humus cu ardei copti 250g Mega Apetit,689 Lei/buc,2756 Lei/Kg,97430,Ready meal,20171101,m_image.js,v1
Humus libanez 200g Delhaize,999 Lei/buc,4995 Lei/Kg,16495,Ready meal,20171101,m_image.js,v1
Cheesburger 2 bucati 2x150g 365,769 Lei/buc,2563 Lei/Kg,40579,Ready meal,20171101,m_image.js,v1
Varza calita 250g Mega Apetit,574 Lei/buc,2296 Lei/Kg,74595,Ready meal,20171101,m_image.js,v1
Sarmale foi de vita 250g Mega Apetit,699 Lei/buc,2796 Lei/Kg,17615,Ready meal,20171101,m_image.js,v1
Salata de boeuf cu vita 250g Mega Apetit,714 Lei/buc,2856 Lei/Kg,73117,Ready meal,20171101,m_image.js,v1
Salata de boeuf cu piept de pui 250g Mega Apetit,,2876 Lei/Kg,73842,Ready meal,20171101,m_image.js,v1
Salata Tzatziki 250g Mega Apetit,684 Lei/buc,2736 Lei/Kg,73114,Ready meal,20171101,m_image.js,v1
File de pui cu susan 210g Mega Apetit,1024 Lei/buc,4876 Lei/Kg,64665,Ready meal,20171101,m_image.js,v1
Ciorba de perisoare 300g Mega Apetit,649 Lei/buc,2163 Lei/Kg,17278,Ready meal,20171101,m_image.js,v1
Lipie faina graham 500g 365,399 Lei/buc,798 Lei/Kg,13851,Ready meal,20171101,m_image.js,v1
Chiftele de piept pui 220g Mega Apetit,949 Lei/buc,4314 Lei/Kg,62511,Ready meal,20171101,m_image.js,v1
Pui shanghai 210g Mega Apetit,1049 Lei/buc,4995 Lei/Kg,62516,Ready meal,20171101,m_image.js,v1
Dovlecei pane 250g Mega Apetit,644 Lei/buc,2576 Lei/Kg,73118,Ready meal,20171101,m_image.js,v1
Pulpe de pui dezosate la gratar fara piele 200g Mega Apetit,966 Lei/buc,4830 Lei/Kg,73844,Ready meal,20171101,m_image.js,v1
File de piept de pui la gratar 200g Mega Apetit,966 Lei/buc,4830 Lei/Kg,73845,Ready meal,20171101,m_image.js,v1
Snitel parizian 210g Mega Apetit,899 Lei/buc,4281 Lei/Kg,62515,Ready meal,20171101,m_image.js,v1
Aluat de pizza 400g Delhaize,799 Lei/buc,1998 Lei/Kg,20394,Ready meal,20171101,m_image.js,v1
Zacusca 250g Mega Apetit,674 Lei/buc,2696 Lei/Kg,89735,Ready meal,20171101,m_image.js,v1
Supa de rosii cu taitei 300g Mega Apetit,499 Lei/buc,1663 Lei/Kg,17280,Ready meal,20171101,m_image.js,v1
Pancakes 300g Creapan,899 Lei/buc,2997 Lei/Kg,15935,Ready meal,20171101,m_image.js,v1
Burger vegetal 210g Mega Apetit,599 Lei/buc,2852 Lei/Kg,64039,Ready meal,20171101,m_image.js,v1
Ciorba de vacuta 300g Mega Apetit,649 Lei/buc,2163 Lei/Kg,17273,Ready meal,20171101,m_image.js,v1
Ciorba de legume 300g Mega Apetit,499 Lei/buc,1663 Lei/Kg,17275,Ready meal,20171101,m_image.js,v1
Gratar de porc 200g Mega Apetit,1115 Lei/buc,5575 Lei/Kg,74857,Ready meal,20171101,m_image.js,v1
Salata de vinete cu maioneza 250g Mega Apetit,674 Lei/buc,2696 Lei/Kg,74593,Ready meal,20171101,m_image.js,v1
Salata de fasole 200g Mega Apetit,999 Lei/buc,4995 Lei/Kg,24284,Ready meal,20171101,m_image.js,v1
Cascaval pane 150g Hochland,869 Lei/buc,5793 Lei/Kg,46574,Mancare semipreparata,20171101,m_image.js,v1
Lasagna Bolognese 400g Delhaize,999 Lei/buc,2498 Lei/Kg,12728,Mancare semipreparata,20171101,m_image.js,v1
Paste fainoase tortelloni cu 4 tipuri de branza 250g Bertagni,1199 Lei/buc,4796 Lei/Kg,66065,Mancare semipreparata,20171101,m_image.js,v1
Paste fainoase triangoli cu ciuperci porcini si trufe 250g Bertagni,1299 Lei/buc,5196 Lei/Kg,90207,Mancare semipreparata,20171101,m_image.js,v1
Trio de quinoa bio 220g Primeal,1699 Lei/buc,7723 Lei/Kg,20795,Mancare semipreparata,20171101,m_image.js,v1
Quinoa bio cu legume 220g Primeal,1699 Lei/buc,7723 Lei/Kg,20796,Mancare semipreparata,20171101,m_image.js,v1
Tortelloni cu ricotta si spanac 500g 365,834 Lei/buc,1668 Lei/Kg,40581,Mancare semipreparata,20171101,m_image.js,v1
Quinoa bio cu ulei de masline 220g Primeal,1699 Lei/buc,7723 Lei/Kg,20798,Mancare semipreparata,20171101,m_image.js,v1
Cartofiori cu marar si usturoi 800g 365,699 Lei/buc,874 Lei/Kg,6724,Mancare semipreparata,20171101,m_image.js,v1
Ravioli cu busuioc si provolone 250g Delhaize,999 Lei/buc,3996 Lei/Kg,9992,Mancare semipreparata,20171101,m_image.js,v1
Ravioli cu tomate si mozzarella 250g Delhaize,999 Lei/buc,3996 Lei/Kg,22977,Mancare semipreparata,20171101,m_image.js,v1
"Paste fainoase ravioli cu rosii, busuioc si mozzarela 250g Bertagni",1199 Lei/buc,4796 Lei/Kg,41140,Mancare semipreparata,20171101,m_image.js,v1
Paste fainoase tagliatelle 300g Bertagni,745 Lei/buc,2483 Lei/Kg,41142,Mancare semipreparata,20171101,m_image.js,v1
Paste fainoase tortelloni cu ricotta si spanac 250g Bertagni Bio,1299 Lei/buc,5196 Lei/Kg,84883,Mancare semipreparata,20171101,m_image.js,v1
Tortelloni bio cu 3 tipuri de branza 250g Bertagni Bio,1299 Lei/buc,5196 Lei/Kg,8037,Mancare semipreparata,20171101,m_image.js,v1
Ravioli bio cu spanac si branza 250g Primeal,1899 Lei/buc,7596 Lei/Kg,20793,Mancare semipreparata,20171101,m_image.js,v1
Foietaj pizza 260g Delhaize,549 Lei/buc,2112 Lei/Kg,69429,Mancare semipreparata,20171101,m_image.js,v1
Cappelletti cu sunca uscata 250g Delhaize,999 Lei/buc,3996 Lei/Kg,10002,Mancare semipreparata,20171101,m_image.js,v1
Tortellini bio cu legume 250g Primeal,1899 Lei/buc,7596 Lei/Kg,20790,Mancare semipreparata,20171101,m_image.js,v1
Tortellini bio cu ciuperci 250g Primeal,1899 Lei/buc,7596 Lei/Kg,20792,Mancare semipreparata,20171101,m_image.js,v1
Ravioli bio cu rosii si ricotta 250g Primeal,1899 Lei/buc,7596 Lei/Kg,20794,Mancare semipreparata,20171101,m_image.js,v1
Lasagna vegetala 400g Delhaize,1299 Lei/buc,3248 Lei/Kg,24785,Mancare semipreparata,20171101,m_image.js,v1
Tagliatelle cu somon 450g Delhaize,1599 Lei/buc,3553 Lei/Kg,24778,Mancare semipreparata,20171101,m_image.js,v1
Tagliatelle Provencale 450g Delhaize,1499 Lei/buc,3331 Lei/Kg,24780,Mancare semipreparata,20171101,m_image.js,v1
Paste fainoase spaghetti 500g Bertagni,999 Lei/buc,1998 Lei/Kg,75634,Mancare semipreparata,20171101,m_image.js,v1
Amestec de fructe de padure 300g Crop's,709 Lei/buc,2363 Lei/Kg,92089,Legume si Fructe congelate,20171101,m_image.js,v1
Afine 1kg Crop's,3359 Lei/buc,3359 Lei/Kg,92054,Legume si Fructe congelate,20171101,m_image.js,v1
Mazare fina 450g Edenia,439 Lei/buc,976 Lei/Kg,75147,Legume si Fructe congelate,20171101,m_image.js,v1
Fasole fina 450g Edenia,472 Lei/buc,1049 Lei/Kg,75144,Legume si Fructe congelate,20171101,m_image.js,v1
Ratatouille 750g Delhaize,1269 Lei/buc,1692 Lei/Kg,91976,Legume si Fructe congelate,20171101,m_image.js,v1
Porumb congelat 400g Bonduelle,818 Lei/buc,2045 Lei/Kg,4128,Legume si Fructe congelate,20171101,m_image.js,v1
Rosti din cartofi 600g Delhaize,884 Lei/buc,1473 Lei/Kg,92064,Legume si Fructe congelate,20171101,m_image.js,v1
"Amestec cu ardei rosu, galben, verde 300g Delhaize",319 Lei/buc,1063 Lei/Kg,63638,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec de legume pentru ciorba de vacuta 450g Edenia,558 Lei/buc,1240 Lei/Kg,75124,Legume si Fructe congelate,20171101,m_image.js,v1
Ciuperci Champignon taiate 450g Delhaize,490 Lei/buc,1089 Lei/Kg,63636,Legume si Fructe congelate,20171101,m_image.js,v1
Spanac frunze 450g Edenia,499 Lei/buc,1109 Lei/Kg,75149,Legume si Fructe congelate,20171101,m_image.js,v1
Morcovi baby congelati 600g Delhaize,553 Lei/buc,922 Lei/Kg,63635,Legume si Fructe congelate,20171101,m_image.js,v1
Cartofi congelati 2kg 365,1019 Lei/buc,509 Lei/Kg,68301,Legume si Fructe congelate,20171101,m_image.js,v1
Ciuperci champignon bio 600g Ardo,1551 Lei/buc,2585 Lei/Kg,98062,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec mexican de legume 450g Edenia,557 Lei/buc,1238 Lei/Kg,75143,Legume si Fructe congelate,20171101,m_image.js,v1
Broccoli 450g Edenia,665 Lei/buc,1478 Lei/Kg,4120,Legume si Fructe congelate,20171101,m_image.js,v1
Mazare extra fina 600g Delhaize,618 Lei/buc,1030 Lei/Kg,63633,Legume si Fructe congelate,20171101,m_image.js,v1
Fasole verde taiata 400g 365,256 Lei/buc,640 Lei/Kg,91452,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec mexican 450g 365,359 Lei/buc,798 Lei/Kg,91454,Legume si Fructe congelate,20171101,m_image.js,v1
Conopida 450g Edenia,619 Lei/buc,1376 Lei/Kg,11684,Legume si Fructe congelate,20171101,m_image.js,v1
Mazare Vapeur 400g Bonduelle,499 Lei/buc,1248 Lei/Kg,29697,Legume si Fructe congelate,20171101,m_image.js,v1
Spanac tocat 1kg 365,599 Lei/buc,599 Lei/Kg,40860,Legume si Fructe congelate,20171101,m_image.js,v1
Fasole verde 600g Delhaize,649 Lei/buc,1082 Lei/Kg,63628,Legume si Fructe congelate,20171101,m_image.js,v1
Vinete coapte si tocate 400g Gusturi romanesti,699 Lei/buc,1747 Lei/Kg,22645,Legume si Fructe congelate,20171101,m_image.js,v1
Spanac tocat 400g Bonduelle,590 Lei/buc,1475 Lei/Kg,57675,Legume si Fructe congelate,20171101,m_image.js,v1
Broccoli 600g Delhaize,618 Lei/buc,1030 Lei/Kg,63630,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec de legume Provence 400g Frosta,659 Lei/buc,1648 Lei/Kg,2022,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec de legume congelate pentru supa 400g 365,329 Lei/buc,823 Lei/Kg,91455,Legume si Fructe congelate,20171101,m_image.js,v1
Radacina de telina cuburi 600g Delhaize,499 Lei/buc,832 Lei/Kg,91985,Legume si Fructe congelate,20171101,m_image.js,v1
Fasole galbena 450g Edenia,449 Lei/buc,998 Lei/Kg,90157,Legume si Fructe congelate,20171101,m_image.js,v1
Capsune congelate 300g Crop's,799 Lei/buc,2663 Lei/Kg,92043,Legume si Fructe congelate,20171101,m_image.js,v1
Ceapa julienne kg Delhaize,499 Lei/buc,832 Lei/Kg,91970,Legume si Fructe congelate,20171101,m_image.js,v1
Sparanghel verde 300g Delhaize,1129 Lei/buc,3763 Lei/Kg,69687,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec pentru supa 400g Gusturi romanesti,399 Lei/buc,998 Lei/Kg,22641,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec pentru ciorba 400g Gusturi romanesti,399 Lei/buc,998 Lei/Kg,22642,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec de legume Four seasons 400g Bonduelle,637 Lei/buc,1593 Lei/Kg,29701,Legume si Fructe congelate,20171101,m_image.js,v1
Broccoli bio 450g Delhaize Bio,639 Lei/buc,1420 Lei/Kg,91870,Legume si Fructe congelate,20171101,m_image.js,v1
Patrunjel 50g Delhaize,554 Lei/buc,11080 Lei/Kg,69682,Legume si Fructe congelate,20171101,m_image.js,v1
Zmeura congelata 300g Crop's,1069 Lei/buc,3563 Lei/Kg,92050,Legume si Fructe congelate,20171101,m_image.js,v1
Ananas 1kg Crop's,2479 Lei/buc,2479 Lei/Kg,92087,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec chinezesc de legume 400g Bonduelle,749 Lei/buc,1873 Lei/Kg,29702,Legume si Fructe congelate,20171101,m_image.js,v1
Varza de Bruxelles 600g Delhaize,629 Lei/buc,1048 Lei/Kg,92121,Legume si Fructe congelate,20171101,m_image.js,v1
Bulete de cartofi 600g Delhaize,469 Lei/buc,782 Lei/Kg,92074,Legume si Fructe congelate,20171101,m_image.js,v1
Soia boabe Edamame 400g Nissui,956 Lei/buc,2390 Lei/Kg,23868,Legume si Fructe congelate,20171101,m_image.js,v1
Orez mexican cu legume 450g Uncle Statis,705 Lei/buc,1567 Lei/Kg,67569,Legume si Fructe congelate,20171101,m_image.js,v1
Rondele de praz 600g Delhaize,449 Lei/buc,748 Lei/Kg,92051,Legume si Fructe congelate,20171101,m_image.js,v1
Mango cuburi 300g Crops,1097 Lei/buc,3657 Lei/Kg,16774,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec mazare extrafina si morcovi 600g Delhaize,579 Lei/buc,965 Lei/Kg,75667,Legume si Fructe congelate,20171101,m_image.js,v1
Cartofi congelati subtiri 1kg 365,659 Lei/buc,659 Lei/Kg,40855,Legume si Fructe congelate,20171101,m_image.js,v1
Supa cu dovleac 600g Delhaize,469 Lei/buc,782 Lei/Kg,75671,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec pentru mancare de fasole 400g Gusturi romanesti,399 Lei/buc,998 Lei/Kg,22644,Legume si Fructe congelate,20171101,m_image.js,v1
"Fructe si legume congelate pentru smoothie sfecla, ghimbir si afine 500g Crops",1509 Lei/buc,3018 Lei/Kg,19449,Legume si Fructe congelate,20171101,m_image.js,v1
"Fructe si legume congelate pentru smoothie ananas, piersica,morcov si mango 500g Crops",1509 Lei/buc,3018 Lei/Kg,19437,Legume si Fructe congelate,20171101,m_image.js,v1
Cartofi preprajiti cuburi 600g Delhaize,449 Lei/buc,748 Lei/Kg,69698,Legume si Fructe congelate,20171101,m_image.js,v1
Dovlecei zucchini rondele 600g Delhaize,499 Lei/buc,832 Lei/Kg,91972,Legume si Fructe congelate,20171101,m_image.js,v1
Morcovi bio 450g Delhaize Bio,449 Lei/buc,998 Lei/Kg,91958,Legume si Fructe congelate,20171101,m_image.js,v1
Mix mexican cu legume 400g Edenia,664 Lei/buc,1660 Lei/Kg,14299,Legume si Fructe congelate,20171101,m_image.js,v1
Fasole bio 450g Delhaize Bio,729 Lei/buc,1620 Lei/Kg,91953,Legume si Fructe congelate,20171101,m_image.js,v1
Mix de ciuperci 300g Bonduelle,2190 Lei/buc,7300 Lei/Kg,16888,Legume si Fructe congelate,20171101,m_image.js,v1
Amestec Hawaii 450g Edenia,611 Lei/buc,1358 Lei/Kg,75148,Legume si Fructe congelate,20171101,m_image.js,v1
Pui Coquelet de Bretagne 550g Edenia,1958 Lei/buc,3560 Lei/Kg,73788,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File de somon de Pacific 5 bucati 5x100g Iglo,4629 Lei/buc,9258 Lei/Kg,16807,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Somon file Keta de Pacific 250g 365,1899 Lei/buc,7596 Lei/Kg,62076,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Creveti 31/40 300g Alfredo Seafood,2390 Lei/buc,9958 Lei/Kg,99581,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Burger vita Angus 2X125g Premium Quality,2657 Lei/buc,10628 Lei/Kg,98358,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Cocktail de fructe de mare 500g Delhaize,2119 Lei/buc,4709 Lei/Kg,75626,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File de ton 250g Findus,3629 Lei/buc,14516 Lei/Kg,17595,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Somon de Atlantic 6 bucati 750g Iglo,8999 Lei/buc,11999 Lei/Kg,24181,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Burta de vita fideluta 1kg Casa Gruia,1842 Lei/buc,1842 Lei/Kg,68230,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File cod Atlantic fara piele 600g Edenia,2829 Lei/buc,4715 Lei/Kg,83469,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File macrou cu piele 600g Edenia,1526 Lei/buc,2543 Lei/Kg,83471,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Somon de Atlantic file 2x125g Iglo,3399 Lei/buc,13596 Lei/Kg,24185,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File de biban 600g Edenia,2549 Lei/buc,4248 Lei/Kg,83462,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Carne de scoica 300g Alfredo Seafood,1724 Lei/buc,5747 Lei/Kg,2488,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Pangasius file 900g Alfredo,1232 Lei/buc,1369 Lei/Kg,7323,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
"Creveti decorticati, fara codita 100/200 500g Borealis",3239 Lei/buc,6478 Lei/Kg,85107,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Inele de calamar 300g Edenia,949 Lei/buc,3163 Lei/Kg,12399,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File cod de Alaska 750g Delhaize,2214 Lei/buc,2952 Lei/Kg,91989,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
"Creveti decorticati cu codita, prefierti 31/40 500g Borealis",5309 Lei/buc,10618 Lei/Kg,85108,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Cocosel 400g Best Meat,1548 Lei/buc,3870 Lei/Kg,22015,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File cod 400g Delhaize,1989 Lei/buc,4973 Lei/Kg,91993,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Creveti decorticati 500g Delhaize,5196 Lei/buc,10392 Lei/Kg,91999,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Peste File Cod Alaska 500g Iglo,2119 Lei/buc,4238 Lei/Kg,17527,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Midii decortificate 500g AB,1699 Lei/buc,3398 Lei/Kg,24144,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
"Mix de peste merluciu,calcan,somon portionat 500g Delhaize",2786 Lei/buc,5572 Lei/Kg,91908,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Pastrav eviscerat 600g Azuris,1866 Lei/buc,3110 Lei/Kg,12668,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Merluciu trunchi 1kg Azuris,2013 Lei/buc,2013 Lei/Kg,76248,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File de peste 16 bucati 480g Iglo,1919 Lei/buc,3998 Lei/Kg,17528,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File de peste gratinat 380g Iglo,1509 Lei/buc,3971 Lei/Kg,17561,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Peste file crochete 240g Iglo,1349 Lei/buc,5621 Lei/Kg,18689,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Sepie feliata 1kg AB,6889 Lei/buc,6889 Lei/Kg,17659,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Cod portionat 3x125g Iglo,3999 Lei/buc,10664 Lei/Kg,24187,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Homar 325g Star of the sea,3299 Lei/buc,10151 Lei/Kg,17531,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File de peste 1kg AB,3399 Lei/buc,3399 Lei/Kg,17658,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Hering baby 1kg Alfredo Seafood,1079 Lei/buc,1079 Lei/Kg,3182,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File de cod 675g Delhaize,5019 Lei/buc,7436 Lei/Kg,16811,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Fructe de mare simple 400g Costa,4629 Lei/buc,11572 Lei/Kg,20844,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Creveti decorticati 450g Delhaize,4349 Lei/buc,9664 Lei/Kg,82415,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File de cod 750g Iglo,8259 Lei/buc,11012 Lei/Kg,16814,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Calamar feliat si curatat 500g AB,2199 Lei/buc,4398 Lei/Kg,17663,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Peste Cambula file 675g Delhaize,4629 Lei/buc,6858 Lei/Kg,22927,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Merluciu si St. Jacques 900g Marie,3929 Lei/buc,4366 Lei/Kg,20833,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File de cod Gadus Morhua 800g Delhaize,5399 Lei/buc,6749 Lei/Kg,98385,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Cocktail creveti 500g Delhaize,5699 Lei/buc,11398 Lei/Kg,92001,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Peste cod file 4 bucati 4x100g Defish,3189 Lei/buc,7972 Lei/Kg,8024,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Picioruse de pui de balta 450g Delhaize,3322 Lei/buc,6644 Lei/Kg,91909,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File de pastrav cu piele 600g Edenia,2892 Lei/buc,4820 Lei/Kg,83472,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Cozi de creveti cruzi 26/30 500g 365,4539 Lei/buc,9078 Lei/Kg,40849,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Somon file in sos alb 400g Marie,3329 Lei/buc,8322 Lei/Kg,20841,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Peste cu legume gratinate si mozzarella 380g Iglo,1459 Lei/buc,3839 Lei/Kg,17546,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Creveti tiger 440g Delhaize,3539 Lei/buc,8043 Lei/Kg,17529,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Peste pane file 32 bucati 960g Iglo,3589 Lei/buc,3739 Lei/Kg,17567,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Orez cu pui si rosii 900g Marie,3029 Lei/buc,3366 Lei/Kg,20835,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Creveti intregi de atlantic 500g AB,7999 Lei/buc,15998 Lei/Kg,24139,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Creveti la wok cu curry 400g Delhaize,3529 Lei/buc,8823 Lei/Kg,22576,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
File de peste Spada 400g Edenia,3251 Lei/buc,8127 Lei/Kg,26921,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Rata fara organe 1.8kg Canature,5689 Lei/buc,3161 Lei/Kg,23920,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Melci 115g Alsapesca,3189 Lei/buc,27730 Lei/Kg,7836,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Creveti nedecorticati 500g Delhaize,8459 Lei/buc,16918 Lei/Kg,91996,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
Ton portionat 700g Delhaize,5449 Lei/buc,7784 Lei/Kg,4899,"Carne, Peste si Fructe mare congelate",20171101,m_image.js,v1
